url,book_id,title,award_count,author,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,place
https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,18405.0,Gone with the Wind,2,Margaret Mitchell,4.3,1102569.0,1102569.0,1037.0,1936.0,False,"Classics, Historical, Historical Fiction, Fiction, Romance, Historical, War, Literature, Military History, Civil War, Romance, Historical Romance, Novels","Pulitzer Prize for Novel (1937), National Book Award for Novel (1936)","Atlanta, Georgia"
https://www.goodreads.com/book/show/370493.The_Giving_Tree,370493.0,The Giving Tree,0,Shel Silverstein,4.37,948324.0,948324.0,64.0,1964.0,False,"Childrens, Childrens, Picture Books, Classics, Fiction, Poetry, Young Adult, Fantasy, Childrens, Juvenile, Kids, Short Stories",,
https://www.goodreads.com/book/show/6185.Wuthering_Heights,6185.0,Wuthering Heights,0,Emily Brontë,3.87,1408806.0,1408806.0,464.0,1847.0,False,"Classics, Fiction, Romance, Gothic, Literature, Historical, Historical Fiction, Literature, 19th Century, Novels, Classics, Classic Literature, Historical",,"Yorkshire Dales, England"
https://www.goodreads.com/book/show/5297.The_Picture_of_Dorian_Gray,5297.0,The Picture of Dorian Gray,0,Oscar Wilde,4.09,1033461.0,1033461.0,272.0,1890.0,False,"Classics, Fiction, Horror, Fantasy, Literature, Gothic, Novels, Literature, 19th Century, LGBT, Classics, Classic Literature",,England
https://www.goodreads.com/book/show/968.The_Da_Vinci_Code,968.0,The Da Vinci Code,9,Dan Brown,3.87,2010922.0,2010922.0,489.0,2003.0,True,"Fiction, Mystery, Thriller, Suspense, Thriller, Mystery Thriller, Historical, Historical Fiction, Adventure, Novels, Mystery, Crime, Adult","British Book Award for Book of the Year (2005), Book Sense Book of the Year Award for Adult Fiction (2004), Humo's Gouden Bladwijzer (2004), Zilveren Vingerafdruk (2004), The Flume: New Hampshire Teen Reader's Choice Award (2006), Teen Buckeye Book Award (2005), Iowa High School Book Award (2006), Puddly Award for Fiction (2007), Missouri Gateway Readers Award for Adult (2006)","Paris, London, England, France, England, United Kingdom"
https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha,929.0,Memoirs of a Geisha,0,Arthur Golden,4.12,1769111.0,1769111.0,503.0,1997.0,False,"Fiction, Historical, Historical Fiction, Romance, Historical, Classics, Cultural, Japan, Adult, Novels, Cultural, Asia, Adult Fiction",,"Kyoto, Japan"
https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,386162.0,The Hitchhiker's Guide to the Galaxy,0,Douglas Adams,4.22,1511181.0,1511181.0,193.0,1979.0,True,"Science Fiction, Fiction, Humor, Fantasy, Classics, Humor, Comedy, Science Fiction Fantasy, Audiobook, Adventure, Novels",,
https://www.goodreads.com/book/show/10210.Jane_Eyre,10210.0,Jane Eyre,0,Charlotte Brontë,4.13,1698709.0,1698709.0,532.0,1847.0,False,"Classics, Fiction, Romance, Historical, Historical Fiction, Gothic, Literature, Historical, Literature, 19th Century, Academic, School, Classics, Classic Literature",,"Thornfield Hall, England, United Kingdom"
https://www.goodreads.com/book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass,24213.0,Alice's Adventures in Wonderland / Through the Looking-Glass,0,Lewis Carroll,4.06,479245.0,479245.0,239.0,1871.0,True,"Classics, Fantasy, Fiction, Childrens, Young Adult, Literature, Adventure, Childrens, Middle Grade, Novels, Literature, 19th Century",,"United Kingdom, England, Wonderland"
https://www.goodreads.com/book/show/24280.Les_Mis_rables,24280.0,Les Misérables,0,Victor Hugo,4.18,702731.0,702731.0,1463.0,1862.0,False,"Classics, Fiction, Historical, Historical Fiction, Literature, Cultural, France, Historical, Novels, European Literature, French Literature, Romance, Classics, Classic Literature",,"Paris, France"
https://www.goodreads.com/book/show/13079982-fahrenheit-451,13079982.0,Fahrenheit 451,4,Ray Bradbury,3.99,1784955.0,1784955.0,194.0,1953.0,False,"Classics, Fiction, Science Fiction, Science Fiction, Dystopia, Academic, School, Literature, Novels, Fantasy, Adult, Science Fiction Fantasy","Prometheus Hall of Fame Award (1984), Geffen Award for Best Translated SF Book (2002), California Book Award for Fiction (Silver) (1953), Retro Hugo Award for Best Novel (2004)",
https://www.goodreads.com/book/show/13335037-divergent,13335037.0,Divergent,20,Veronica Roth,4.18,3069078.0,3069078.0,487.0,2011.0,True,"Young Adult, Science Fiction, Dystopia, Fiction, Fantasy, Science Fiction, Romance, Adventure, Young Adult, Teen, Apocalyptic, Post Apocalyptic, Action","Georgia Peach Book Award (2012), South Carolina Book Award for Young Adult (2014), Rhode Island Teen Book Award (2013), Evergreen Teen Book Award (2014), Soaring Eagle Book Award (2012), Milwaukee County Teen Book Award Nominee (2012), Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012), Sakura Medal, New Mexico Land of Enchantment Award for Young Adult (2014), Eliot Rosewater Indiana High School Book Award (2014), California Young Readers Medal for Young Adult (2014), Lincoln Award Nominee (2014), DABWAHA Romance Tournament for Best Young Adult Romance (2012), Goodreads Choice Award for Favorite Book and for Young Adult Fantasy & Science Fiction and Nominee for Goodreads Author (2011), Green Mountain Book Award (2013), The Magnolia Award for 6-8 (2014), Louisiana Teen Readers' Choice (2014), Missouri Gateway Readers Award (2014), Oklahoma Sequoyah Award for High Schol (2014), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)","Chicago, Illinois"
https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower,,,0,,,,,,,False,,,
https://www.goodreads.com/book/show/7624.Lord_of_the_Flies,7624.0,Lord of the Flies,0,William Golding,3.69,2361715.0,2361715.0,182.0,1954.0,False,"Classics, Fiction, Young Adult, Academic, School, Literature, Science Fiction, Dystopia, Novels, Academic, Read For School, Young Adult, High School, Adventure",,
https://www.goodreads.com/book/show/4671.The_Great_Gatsby,4671.0,The Great Gatsby,2,F. Scott Fitzgerald,3.93,3977794.0,3977794.0,200.0,1925.0,False,"Classics, Fiction, Academic, School, Historical, Historical Fiction, Literature, Romance, Novels, Academic, Read For School, Young Adult, High School, Literature, American","Grammy Award Nominee for Best Spoken Word Album (2003), Long Island Reads (2002)","New York City, New York, New York State, Long Island, New York"
https://www.goodreads.com/book/show/18144590-the-alchemist,18144590.0,The Alchemist,4,Paulo Coelho,3.88,2244344.0,2244344.0,182.0,1988.0,False,"Fiction, Classics, Fantasy, Philosophy, Novels, Spirituality, Literature, Self Help, Adventure, Inspirational","NBDB National Book Award Nominee for Translation (2015), Grand Prix des lectrices de Elle for roman (1995), Premio Grinzane Cavour for Narrativa Straniera (1996), Corine Internationaler Buchpreis for Belletristik (2002)","Egypt, Sahara Desert, Tangier, Andalusia"
https://www.goodreads.com/book/show/18135.Romeo_and_Juliet,18135.0,Romeo and Juliet,0,William Shakespeare,3.75,2135115.0,2135115.0,301.0,1597.0,False,"Classics, Plays, Fiction, Romance, Academic, School, Drama, Academic, Read For School, Literature, Young Adult, High School, Poetry",,"Verona, Italy"
https://www.goodreads.com/book/show/7144.Crime_and_Punishment,7144.0,Crime and Punishment,0,Fyodor Dostoyevsky,4.23,665796.0,665796.0,671.0,1866.0,False,"Classics, Fiction, Cultural, Russia, Literature, Literature, Russian Literature, Novels, Philosophy, Mystery, Crime, Literature, 19th Century, Academic, School",,"Russian Empire, Saint Petersburg, Russian Empire, Siberia"
https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,3.0,Harry Potter and the Sorcerer's Stone,28,J.K. Rowling,4.48,7504430.0,7504430.0,309.0,1997.0,True,"Fantasy, Fiction, Young Adult, Fantasy, Magic, Childrens, Childrens, Middle Grade, Adventure, Classics, Audiobook, Science Fiction Fantasy","Mythopoeic Fantasy Award for Children's Literature (2008), British Book Award for Children's Book of the Year (1998), Prijs van de Nederlandse Kinderjury for 6-9 jaar en 10-12 jaar (2002), American Booksellers Book Of The Year  Award for Children (1999), Audie Award (2000), West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (2000), South Carolina Book Award for Junior Book Award (2001), Grand Canyon Reader Award for Teen Book (2000), Charlotte Award (2000), Nene Award (2000), Massachusetts Children's Book Award (2000), Colorado Blue Spruce Young Adult Book Award (2001), Blue Hen Book Award for Chapter Book (2001), Nevada Young Readers' Award for Young Reader Category (2000), Golden Archer Award for Middle/Junior High (2000), Indian Paintbrush Book Award (2000), Hotze de Roosprijs (2002), Nestlé Smarties Book Prize for 9–11 years (1997), Eliot Rosewater Indiana High School Book Award (2001), Kinderboekwinkelprijs (1999), Parenting Book of the Year Award (1998), North East Teenage Book Award (1999), Specsavers National Book Award for Children's Book of the Year (1998), Washington State Sasquatch Award (2000), Literaturpreis der Jury der jungen Leser for Kinderbuch (1999), Carnegie Medal Nominee (1997), Rebecca Caudill Young Readers' Book Award (2001), Premi Protagonista Jove for Categoria 12-13 anys (2000)","London, England, Hogwarts School of Witchcraft and Wizardry, Hogwarts School of Witchcraft and Wizardry"
https://www.goodreads.com/book/show/256683.City_of_Bones,256683.0,City of Bones,5,Cassandra Clare,4.09,1692842.0,1692842.0,485.0,2007.0,True,"Young Adult, Fantasy, Paranormal, Romance, Fantasy, Urban Fantasy, Fiction, Paranormal, Vampires, Fantasy, Supernatural, Paranormal, Angels, Fantasy, Magic, Young Adult, Young Adult Fantasy","Locus Award Nominee for Best First Novel (2008), Georgia Peach Book Award Nominee for Honor book (2009), South Carolina Book Award Nominee for Young Adult Book Award (2010), Pacific Northwest Library Association Young Reader's Choice Award (2010), Lincoln Award (2010)","New York City, New York"
https://www.goodreads.com/book/show/4667024-the-help,4667024.0,The Help,10,Kathryn Stockett,4.46,2265573.0,2265573.0,464.0,2009.0,False,"Fiction, Historical, Historical Fiction, Historical, Adult, Adult Fiction, Contemporary, Classics, Audiobook, Book Club, Womens Fiction, Chick Lit","Orange Prize Nominee for Fiction Longlist (2010), Audie Award for Fiction (2010), Exclusive Books Boeke Prize (2009), SIBA Book Award for Fiction (2010), Indies Choice Book Award for Adult Debut (2010), Puddly Award for Fiction (2011), Lincoln Award Nominee (2013), Grand Prix des lectrices de Elle for roman (2011), Goodreads Choice Award for Fiction (2009) and Nominee for Best of the Best  (2018), Townsend Prize for Fiction (2010)","Jackson, Mississippi, Jackson, Mississippi, Mississippi"
https://www.goodreads.com/book/show/157993.The_Little_Prince,157993.0,The Little Prince,1,Antoine de Saint-Exupéry,4.31,1481367.0,1481367.0,93.0,1943.0,False,"Classics, Fiction, Fantasy, Childrens, Cultural, France, Young Adult, Philosophy, Literature, Childrens, Middle Grade, European Literature, French Literature",Retro Hugo Award for Best Novella (2019),
https://www.goodreads.com/book/show/375802.Ender_s_Game,375802.0,Ender's Game,5,Orson Scott Card,4.3,1178076.0,1178076.0,324.0,1985.0,True,"Science Fiction, Fiction, Young Adult, Fantasy, Classics, Science Fiction Fantasy, Science Fiction, Dystopia, War, Audiobook, Adventure","Hugo Award for Best Novel (1986), Nebula Award for Best Novel (1985), Premi Ictineu for Millor novel·la traduïda (2014), Nébula (1985), Margaret A. Edwards Award (2008)",
https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables,8127.0,Anne of Green Gables,0,L.M. Montgomery,4.26,773034.0,773034.0,320.0,1908.0,True,"Classics, Fiction, Young Adult, Childrens, Historical, Historical Fiction, Childrens, Middle Grade, Historical, Audiobook, Cultural, Canada, Young Adult, Coming Of Age",,"Avonlea, Prince Edward Island, Prince Edward Island"
https://www.goodreads.com/book/show/24178.Charlotte_s_Web,24178.0,Charlotte's Web,5,E.B. White,4.17,1491618.0,1491618.0,184.0,1952.0,False,"Classics, Childrens, Fiction, Young Adult, Fantasy, Animals, Childrens, Middle Grade, Childrens, Juvenile, Academic, School, Childrens, Chapter Books","Newbery Medal Nominee (1953), George C. Stone Center for Children's Books Recognition of Merit Award (1970), Audie Award Nominee for Audiobook of the Year and Middle Grade (2020), Massachusetts Children's Book Award (1984), Laura Ingalls Wilder Award (1970)",United States of America
https://www.goodreads.com/book/show/890.Of_Mice_and_Men,890.0,Of Mice and Men,1,John Steinbeck,3.88,2028302.0,2028302.0,103.0,1937.0,False,"Classics, Fiction, Academic, School, Historical, Historical Fiction, Literature, Academic, Read For School, Novels, Young Adult, High School, Literature, American, Classics, Classic Literature",New York Drama Critics' Circle Award for Best American Play (1938),"Salinas Valley, California, California"
https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife,18619684.0,The Time Traveler's Wife,6,Audrey Niffenegger,3.98,1619588.0,1619588.0,500.0,2003.0,False,"Fiction, Romance, Fantasy, Science Fiction, Time Travel, Science Fiction, Contemporary, Adult, Womens Fiction, Chick Lit, Adult Fiction, Magical Realism","Arthur C. Clarke Award Nominee (2005), Orange Prize Nominee for Fiction Longlist (2004), British Book Award (2006), John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (2005), Exclusive Books Boeke Prize (2005), ALA Alex Award (2004)","Chicago, Illinois, Illinois"
https://www.goodreads.com/book/show/17245.Dracula,17245.0,Dracula,0,Bram Stoker,4.0,989822.0,989822.0,488.0,1897.0,False,"Classics, Horror, Fiction, Fantasy, Paranormal, Vampires, Gothic, Fantasy, Paranormal, Literature, Audiobook, Literature, 19th Century",,"Transylvania, Budapest, Whitby, Yorkshire, England, London, England"
https://www.goodreads.com/book/show/5129.Brave_New_World,5129.0,Brave New World,0,Aldous Huxley,3.99,1509292.0,1509292.0,268.0,1932.0,False,"Classics, Fiction, Science Fiction, Science Fiction, Dystopia, Literature, Novels, Academic, School, Fantasy, Philosophy, Science Fiction Fantasy",,"New Mexico, London, England"
https://www.goodreads.com/book/show/28187.The_Lightning_Thief,28187.0,The Lightning Thief,14,Rick Riordan,4.26,2125306.0,2125306.0,377.0,2005.0,True,"Fantasy, Young Adult, Fantasy, Mythology, Fiction, Childrens, Middle Grade, Adventure, Childrens, Fantasy, Urban Fantasy, Mythology, Greek Mythology, Fantasy, Magic","Young Readers' Choice Award (2008), Books I Loved Best Yearly (BILBY) Awards for Older Readers (2011), South Carolina Book Award for Junior Book Award (2008), Grand Canyon Reader Award for Tween Book (2008), Nene Award (2008), Massachusetts Children's Book Award (2008), Pennsylvania Young Readers' Choice Award for Grades 6-8 (2008), Rhode Island Teen Book Award Nominee (2007), Sunshine State Young Readers Award for Grades 6-8 (2007), Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2008), Iowa Teen Award (2009), Lincoln Award Nominee (2009), Oklahoma Sequoyah Award for YA (2008), Rebecca Caudill Young Readers' Book Award (2009)","New York City, New York, Montauk, New York, New Jersey, St. Louis, Missouri, Las Vegas, Nevada, Long Island, New York"
https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude,320.0,One Hundred Years of Solitude,2,Gabriel García Márquez,4.09,787622.0,787622.0,417.0,1967.0,False,"Fiction, Classics, Magical Realism, Literature, Novels, Fantasy, Historical, Historical Fiction, European Literature, Spanish Literature, Literary Fiction, Cultural, Latin American","Premio Internacional de Novela Rómulo Gallegos (1972), Prix du Meilleur Livre Étranger for Roman (1969)",Macondo
https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,5107.0,The Catcher in the Rye,2,J.D. Salinger,3.81,2856932.0,2856932.0,277.0,1951.0,False,"Classics, Fiction, Young Adult, Literature, Academic, School, Novels, Young Adult, Coming Of Age, Young Adult, High School, Literature, American, Academic, Read For School","Teen Read Award Nominee for Best All-Time-Fave (2010), National Book Award Finalist for Fiction (1952)","New York City, New York, Agerstown, Pennsylvania"
https://www.goodreads.com/book/show/21787.The_Princess_Bride,21787.0,The Princess Bride,0,William Goldman,4.25,805841.0,805841.0,456.0,1973.0,False,"Fantasy, Fiction, Classics, Romance, Humor, Young Adult, Adventure, Science Fiction Fantasy, Humor, Comedy, Fantasy, Fairy Tales",,
https://www.goodreads.com/book/show/2998.The_Secret_Garden,2998.0,The Secret Garden,1,Frances Hodgson Burnett,4.13,942094.0,942094.0,331.0,1910.0,False,"Classics, Fiction, Childrens, Young Adult, Historical, Historical Fiction, Childrens, Middle Grade, Literature, Fantasy, Historical, Audiobook",Lewis Carroll Shelf Award (1958),"Yorkshire, England, England, United Kingdom"
https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns,128029.0,A Thousand Splendid Suns,5,Khaled Hosseini,4.38,1208062.0,1208062.0,372.0,2007.0,False,"Fiction, Historical, Historical Fiction, Contemporary, Novels, Historical, War, Adult, Adult Fiction, Drama, Literature","British Book Award for Best Read of the Year (2008), Book Sense Book of the Year Award for Adult Fiction (2008), California Book Award for Fiction (Silver) (2007), Exclusive Books Boeke Prize Nominee (2007), Lincoln Award Nominee (2011)","Afghanistan, Kabul, Herat"
https://www.goodreads.com/book/show/13496.A_Game_of_Thrones,13496.0,A Game of Thrones,4,George R.R. Martin,4.44,2084443.0,2084443.0,835.0,1996.0,True,"Fantasy, Fiction, Fantasy, Epic Fantasy, Adult, Science Fiction Fantasy, Fantasy, High Fantasy, Adventure, Audiobook, Fantasy, Dragons, Epic","Nebula Award Nominee for Best Novel (1997), Locus Award for Best Fantasy Novel (1997), World Fantasy Award Nominee for Best Novel (1997), Premio Ignotus for Novela extranjera (2003)",The Lands of Ice and Fire
https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time,33574273.0,A Wrinkle in Time,4,Madeleine L'Engle,3.99,1081070.0,1081070.0,218.0,1962.0,True,"Fantasy, Fiction, Classics, Young Adult, Science Fiction, Childrens, Childrens, Middle Grade, Science Fiction, Time Travel, Adventure, Science Fiction Fantasy","Newbery Medal (1963), Dorothy Canfield Fisher Children's Book Award Nominee (1964), Oklahoma Sequoyah Award (1965), Margaret A. Edwards Award (1998)",Connecticut
https://www.goodreads.com/book/show/231804.The_Outsiders,231804.0,The Outsiders,2,S.E. Hinton,4.1,991092.0,991092.0,192.0,1967.0,False,"Classics, Young Adult, Fiction, Academic, School, Academic, Read For School, Realistic Fiction, Young Adult, Coming Of Age, Historical, Historical Fiction, Contemporary, Young Adult, Teen","Books I Loved Best Yearly (BILBY) Awards for Secondary  (1991), Margaret A. Edwards Award (1988)","Tulsa, Oklahoma"
https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn,2956.0,The Adventures of Huckleberry Finn,0,Mark Twain,3.82,1175240.0,1175240.0,327.0,1884.0,True,"Classics, Fiction, Historical, Historical Fiction, Literature, Young Adult, Adventure, Academic, School, Novels, Academic, Read For School, Literature, American",,"United States of America, St. Petersburg, Missouri, Hannibal, Missouri, Missouri, Mississippi River"
